,Serie,Date,Value
5607,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-04,8.0
5608,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-04,0.0
5609,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-04,0.0
5610,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-05,74.0
5611,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-05,0.0
5612,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-05,0.0
5613,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-05,17.0
5614,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-05,0.0
5615,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-05,0.0
5616,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-06,69.0
5617,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-06,0.0
5618,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-06,0.0
5619,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-06,1.0
5620,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-06,0.0
5621,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-06,0.0
5622,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-07,93.0
5623,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-07,0.0
5624,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-07,0.0
5625,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-07,10.0
5626,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-07,0.0
5627,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-07,0.0
5628,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-08,154.0
5629,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-08,0.0
5630,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-08,0.0
5631,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-09,163.0
5632,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-09,0.0
5633,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-09,0.0
5634,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-10,137.0
5635,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-10,0.0
5636,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-10,0.0
5637,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-10,19.0
5638,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-10,0.0
5639,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-10,0.0
5640,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-11,72.0
5641,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-11,0.0
5642,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-11,0.0
5643,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-11,10.0
5644,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-11,0.0
5645,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-11,0.0
5646,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-12,161.0
5647,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-12,0.0
5648,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-12,0.0
5649,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-12,15.0
5650,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-12,0.0
5651,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-12,0.0
5652,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-13,120.0
5653,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-13,0.0
5654,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-13,0.0
5655,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-13,9.0
5656,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-13,0.0
5657,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-13,0.0
5658,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-14,148.0
5659,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-14,0.0
5660,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-14,0.0
5661,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-14,2.0
5662,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-14,0.0
5663,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-14,0.0
5664,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-15,132.0
5665,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-15,0.0
5666,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-15,0.0
5667,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-16,1354.0
5668,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-16,0.0
5669,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-16,0.0
5670,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-17,192.0
5671,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-17,0.0
5672,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-17,0.0
5673,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-17,46.0
5674,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-17,0.0
5675,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-17,0.0
5676,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-18,76.0
5677,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-18,0.0
5678,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-18,0.0
5679,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-18,7.0
5680,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-18,0.0
5681,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-18,0.0
5682,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-19,112.0
5683,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-19,0.0
5684,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-19,0.0
5685,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-19,8.0
5686,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-19,0.0
5687,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-19,0.0
5688,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-20,118.0
5689,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-20,0.0
5690,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-20,0.0
5691,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-20,5.0
5692,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-20,0.0
5693,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-20,0.0
5694,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-21,158.0
5695,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-21,0.0
5696,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-21,0.0
5697,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-22,108.0
5698,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-22,0.0
5699,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-22,0.0
5700,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-23,95.0
5701,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-23,0.0
5702,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-23,0.0
5703,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-24,193.0
5704,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-24,0.0
5705,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-24,0.0
5706,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-24,13.0
5707,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-24,0.0
5708,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-24,0.0
5709,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-25,78.0
5710,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-25,0.0
5711,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-25,0.0
5712,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-25,16.0
5713,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-25,0.0
5714,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-25,0.0
5715,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-26,160.0
5716,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-26,0.0
5717,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-26,0.0
5718,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-26,22.0
5719,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-26,0.0
5720,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-26,0.0
5721,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-27,145.0
5722,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-27,0.0
5723,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-27,0.0
5724,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-27,4.0
5725,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-27,0.0
5726,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-27,0.0
5727,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-28,173.0
5728,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-28,0.0
5729,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-28,0.0
5730,Email-Email-NA-Nurture-Pre Sale-Members,2023-04-28,5.0
5731,Email-Email-NA-Nurture-Pre Sale-Spend,2023-04-28,0.0
5732,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-04-28,0.0
5733,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-29,120.0
5734,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-29,0.0
5735,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-29,0.0
5736,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-04-30,122.0
5737,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-04-30,0.0
5738,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-04-30,0.0
5739,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-01,242.0
5740,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-01,0.0
5741,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-01,0.0
5742,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-01,21.0
5743,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-01,0.0
5744,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-01,0.0
5745,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-02,113.0
5746,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-02,0.0
5747,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-02,0.0
5748,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-02,7.0
5749,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-02,0.0
5750,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-02,0.0
5751,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-03,119.0
5752,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-03,0.0
5753,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-03,0.0
5754,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-03,6.0
5755,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-03,0.0
5756,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-03,0.0
5757,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-04,264.0
5758,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-04,0.0
5759,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-04,0.0
5760,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-04,1.0
5761,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-04,0.0
5762,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-04,0.0
5763,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-05,88.0
5764,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-05,0.0
5765,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-05,0.0
5766,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-05,2.0
5767,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-05,0.0
5768,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-05,0.0
5769,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-06,237.0
5770,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-06,0.0
5771,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-06,0.0
5772,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-07,162.0
5773,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-07,0.0
5774,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-07,0.0
5775,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-08,184.0
5776,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-08,0.0
5777,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-08,0.0
5778,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-08,9.0
5779,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-08,0.0
5780,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-08,0.0
5781,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-09,137.0
5782,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-09,0.0
5783,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-09,0.0
5784,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-09,9.0
5785,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-09,0.0
5786,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-09,0.0
5787,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-10,238.0
5788,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-10,0.0
5789,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-10,0.0
5790,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-10,6.0
5791,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-10,0.0
5792,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-10,0.0
5793,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-11,75.0
5794,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-11,0.0
5795,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-11,0.0
5796,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-11,2.0
5797,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-11,0.0
5798,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-11,0.0
5799,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-12,317.0
5800,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-12,0.0
5801,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-12,0.0
5802,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-13,119.0
5803,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-13,0.0
5804,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-13,0.0
5805,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-14,88.0
5806,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-14,0.0
5807,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-14,0.0
5808,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-15,166.0
5809,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-15,0.0
5810,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-15,0.0
5811,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-15,10.0
5812,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-15,0.0
5813,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-15,0.0
5814,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-16,207.0
5815,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-16,0.0
5816,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-16,0.0
5817,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-17,339.0
5818,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-17,0.0
5819,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-17,0.0
5820,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-18,32.0
5821,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-18,0.0
5822,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-18,0.0
5823,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-18,1.0
5824,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-18,0.0
5825,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-18,0.0
5826,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-19,192.0
5827,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-19,0.0
5828,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-19,0.0
5829,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-20,143.0
5830,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-20,0.0
5831,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-20,0.0
5832,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-21,94.0
5833,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-21,0.0
5834,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-21,0.0
5835,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-22,206.0
5836,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-22,0.0
5837,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-22,0.0
5838,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-22,11.0
5839,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-22,0.0
5840,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-22,0.0
5841,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-23,217.0
5842,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-23,0.0
5843,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-23,0.0
5844,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-23,5.0
5845,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-23,0.0
5846,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-23,0.0
5847,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-24,299.0
5848,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-24,0.0
5849,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-24,0.0
5850,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-24,1.0
5851,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-24,0.0
5852,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-24,0.0
5853,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-25,167.0
5854,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-25,0.0
5855,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-25,0.0
5856,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-25,16.0
5857,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-25,0.0
5858,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-25,0.0
5859,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-26,178.0
5860,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-26,0.0
5861,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-26,0.0
5862,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-26,6.0
5863,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-26,0.0
5864,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-26,0.0
5865,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-27,103.0
5866,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-27,0.0
5867,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-27,0.0
5868,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-28,77.0
5869,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-28,0.0
5870,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-28,0.0
5871,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-29,168.0
5872,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-29,0.0
5873,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-29,0.0
5874,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-30,78.0
5875,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-30,0.0
5876,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-30,0.0
5877,Email-Email-NA-Nurture-Pre Sale-Members,2023-05-30,11.0
5878,Email-Email-NA-Nurture-Pre Sale-Spend,2023-05-30,0.0
5879,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-05-30,0.0
5880,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-05-31,148.0
5881,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-05-31,0.0
5882,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-05-31,0.0
5883,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-01,156.0
5884,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-01,0.0
5885,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-01,0.0
5886,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-02,139.0
5887,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-02,0.0
5888,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-02,0.0
5889,Email-Email-NA-Nurture-Pre Sale-Members,2023-06-02,4.0
5890,Email-Email-NA-Nurture-Pre Sale-Spend,2023-06-02,0.0
5891,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-06-02,0.0
5892,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-03,1217.0
5893,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-03,0.0
5894,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-03,0.0
5895,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-04,234.0
5896,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-04,0.0
5897,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-04,0.0
5898,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-05,295.0
5899,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-05,0.0
5900,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-05,0.0
5901,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-06,184.0
5902,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-06,0.0
5903,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-06,0.0
5904,Email-Email-NA-Nurture-Pre Sale-Members,2023-06-06,1.0
5905,Email-Email-NA-Nurture-Pre Sale-Spend,2023-06-06,0.0
5906,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-06-06,0.0
5907,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-07,271.0
5908,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-07,0.0
5909,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-07,0.0
5910,Email-Email-NA-Nurture-Pre Sale-Members,2023-06-07,5.0
5911,Email-Email-NA-Nurture-Pre Sale-Spend,2023-06-07,0.0
5912,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-06-07,0.0
5913,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-08,288.0
5914,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-08,0.0
5915,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-08,0.0
5916,Email-Email-NA-Nurture-Pre Sale-Members,2023-06-08,5.0
5917,Email-Email-NA-Nurture-Pre Sale-Spend,2023-06-08,0.0
5918,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-06-08,0.0
5919,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-09,221.0
5920,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-09,0.0
5921,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-09,0.0
5922,Email-Email-NA-Nurture-Pre Sale-Members,2023-06-09,2.0
5923,Email-Email-NA-Nurture-Pre Sale-Spend,2023-06-09,0.0
5924,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-06-09,0.0
5925,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-10,213.0
5926,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-10,0.0
5927,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-10,0.0
5928,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-11,39.0
5929,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-11,0.0
5930,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-11,0.0
5931,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-12,139.0
5932,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-12,0.0
5933,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-12,0.0
5934,Email-Email-NA-Nurture-Pre Sale-Members,2023-06-12,10.0
5935,Email-Email-NA-Nurture-Pre Sale-Spend,2023-06-12,0.0
5936,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-06-12,0.0
5937,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-13,37.0
5938,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-13,0.0
5939,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-13,0.0
5940,Email-Email-NA-Nurture-Pre Sale-Members,2023-06-13,7.0
5941,Email-Email-NA-Nurture-Pre Sale-Spend,2023-06-13,0.0
5942,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-06-13,0.0
5943,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-14,104.0
5944,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-14,0.0
5945,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-14,0.0
5946,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-15,236.0
5947,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-15,0.0
5948,Email-Email-NA-Nurture-Non Pre Sale-Clicks,2023-06-15,0.0
5949,Email-Email-NA-Nurture-Pre Sale-Members,2023-06-15,3.0
5950,Email-Email-NA-Nurture-Pre Sale-Spend,2023-06-15,0.0
5951,Email-Email-NA-Nurture-Pre Sale-Clicks,2023-06-15,0.0
5952,Email-Email-NA-Nurture-Non Pre Sale-Members,2023-06-16,158.0
5953,Email-Email-NA-Nurture-Non Pre Sale-Spend,2023-06-16,0.0
